NaN	NaN	0.00232289	0.00860992	NaN	NaN	NaN	NaN	0.0017947	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.476971	0.995806	0.914298	0.5173	0.175408	0.036893	0.0458373	0.0344226	0.042427	0.0315319	0.0345423	0.0435967	0.0295459	0.0248514	0.0269832	0.0188583	0.0300645	0.0192993	0.0126456	0.018994	0.0223602	0.293006	0.217589	0.227788	0.465708	0.0123243	0.574974	0.605828	0.677614	0.697305	0.701114	0.724582	0.731681	0.73775	0.744011	0.750279	0.757238	0.762155	0.766552	0.773528	0.777443	0.781742	0.787339	0.791634	0.795618	0.798927	0.804881	0.808473	0.811859	0.814955	0.784908	0.823662	0.826806	0.889158	0.884521	0.965701	0.948117	1.02547	1.03702	1.06239	1.06924	1.09721	1.10423
NaN	NaN	0.00438612	0.0278587	NaN	NaN	NaN	NaN	0.00349498	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.872455	0.620375	0.654239	0.550607	0.388972	0.324246	0.21291	0.215066	0.100497	0.0869492	0.125626	0.11038	0.0667123	0.0341127	0.0318658	0.0308328	0.0291337	0.0278463	0.0291118	0.0438599	0.0481804	0.046912	0.130243	0.172407	0.367559	0.411224	0.504395	0.611916	0.599217	0.668592	0.694175	0.716269	0.72517	0.729501	0.745163	0.745764	0.756726	0.761268	0.76531	0.773131	0.77705	0.782129	0.783019	0.792088	0.79575	0.794141	0.804871	0.808564	0.812213	0.82051	0.81207	0.827235	0.851592	0.868064	0.935554	0.933278	0.985711	0.996571	1.02394	1.05234	1.04501	1.0619	1.09548
NaN	NaN	0.00441008	0.0324698	NaN	NaN	NaN	NaN	0.0130928	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.710972	0.702011	0.669237	0.577734	0.470981	0.371569	0.369352	0.245397	0.241054	0.125971	0.223808	0.105366	0.13058	0.0733348	0.0785611	0.0464175	0.0427475	0.043002	0.072691	0.0431236	0.0368448	0.0552246	0.0572322	0.150738	0.205069	0.305401	0.363499	0.461208	0.537905	0.59614	0.623752	0.629908	0.688985	0.719883	0.726404	0.736136	0.747611	0.746712	0.757068	0.759291	0.755079	0.770301	0.776931	0.778404	0.780418	0.791767	0.796794	0.797585	0.795334	0.812031	0.827333	0.821963	0.8383	0.850921	0.861715	0.919318	0.935091	0.944607	0.983757	1.00215	1.01228	1.03334	1.03714	1.05268	1.07368
NaN	NaN	0.00311457	0.0159468	0.00434131	NaN	NaN	NaN	0.0389814	NaN	NaN	NaN	NaN	NaN	0.669576	0.821006	0.698966	0.704304	0.541301	0.471318	0.389101	0.316668	0.327875	0.283824	0.203934	0.161525	0.093304	0.139591	0.077672	0.0836216	0.0655778	0.09878	0.066256	0.070423	0.0573901	0.0609888	0.082772	0.0841351	0.186541	0.296444	0.321749	0.394821	0.470679	0.54528	0.558443	0.625638	0.635609	0.685912	0.699143	0.71157	0.720318	0.735264	0.750126	0.744499	0.755415	0.761557	0.766884	0.772646	0.780992	0.779649	0.787864	0.798948	0.799778	0.804941	0.811015	0.820565	0.838846	0.850914	0.865308	0.860033	0.926201	0.919426	0.93712	0.966524	0.957897	1.0056	1.02699	1.02636	1.02726	1.04494	1.05747
NaN	NaN	0.00638122	0.0166695	0.0059332	NaN	NaN	NaN	0.0494681	NaN	NaN	NaN	NaN	0.829917	0.773183	0.561416	0.668179	0.5277	0.491038	0.388049	0.354765	0.317778	0.263536	0.220682	0.207196	0.16673	0.17692	0.11697	0.0759123	0.0819731	0.0986719	0.093705	0.0547702	0.082179	0.0969513	0.126248	0.185367	0.222768	0.257951	0.349989	0.456517	0.461793	0.49743	0.602902	0.604434	0.644701	0.668212	0.685029	0.699626	0.720463	0.71853	0.732923	0.744946	0.744038	0.754725	0.762296	0.776299	0.774911	0.775539	0.787126	0.800465	0.796293	0.815482	0.814516	0.819503	0.833823	0.850651	0.866392	0.890524	0.925131	0.936836	0.944492	0.956475	0.970992	0.992942	1.00556	1.01493	1.02771	1.04739	1.04147	1.0799
NaN	NaN	0.00725188	0.0287957	0.00727206	NaN	NaN	NaN	0.056911	NaN	1.34425	1.06703	0.872887	0.720209	0.672737	0.633527	0.560633	0.491736	0.404382	0.357584	0.27678	0.251777	0.183383	0.178788	0.118109	0.155676	0.079272	0.0907437	0.0743848	0.101606	0.0814351	0.0729811	0.0905324	0.090825	0.11359	0.244282	0.227786	0.342937	0.359423	0.419305	0.497158	0.5241	0.556433	0.586406	0.609646	0.644315	0.680019	0.676997	0.686219	0.711934	0.717154	0.743889	0.747914	0.761325	0.761065	0.770824	0.769441	0.767399	0.783679	0.794229	0.803644	0.805764	0.831366	0.846126	0.845059	0.862955	0.85983	0.926656	0.916577	0.931267	0.939819	0.964119	0.971193	1.00159	0.998412	1.02223	1.03271	1.02836	1.06197	1.04827	1.07892
NaN	NaN	0.00799606	0.0313371	0.00908834	NaN	NaN	NaN	0.113253	1.57424	1.29059	0.855129	0.733904	0.690008	0.602019	0.586575	0.422219	0.393044	0.357222	0.28183	0.311365	0.225525	0.176979	0.156722	0.149793	0.170319	0.137041	0.13577	0.0915877	0.119702	0.0789964	0.0948017	0.11245	0.147622	0.198398	0.302194	0.347476	0.356548	0.430287	0.45884	0.531864	0.552304	0.577336	0.625477	0.665347	0.670571	0.663214	0.689396	0.707828	0.726969	0.726268	0.747347	0.74371	0.750097	0.750945	0.767371	0.790926	0.775588	0.791182	0.819374	0.819677	0.820385	0.853733	0.867457	0.878783	0.890914	0.936596	0.923141	0.940355	0.962809	0.958797	0.962129	0.977321	0.988347	1.01013	1.02652	1.03308	1.06044	1.0428	1.04481	1.07047
NaN	NaN	0.00719264	0.0432218	0.0107509	NaN	NaN	1.52268	0.101509	1.27345	1.07049	0.820491	0.659388	0.6284	0.519832	0.435816	0.405945	0.354905	0.299014	0.308888	0.193031	0.24144	0.184141	0.121779	0.126612	0.118195	0.126296	0.113029	0.0873979	0.119201	0.130705	0.182154	0.269971	0.227407	0.269505	0.342326	0.387072	0.407432	0.488354	0.509226	0.551886	0.583006	0.594495	0.629037	0.641705	0.659453	0.698688	0.702087	0.70916	0.713627	0.733036	0.751203	0.75324	0.759938	0.763187	0.775834	0.787008	0.792629	0.830456	0.83049	0.832975	0.849771	0.861283	0.867651	0.891131	0.900003	0.92508	0.915417	0.935778	0.94462	0.963269	0.968163	0.971134	1.01114	1.02126	1.01695	1.04479	1.0492	1.07184	1.08226	1.09525
NaN	NaN	0.0129358	0.0461673	0.0472133	NaN	0.656596	1.28956	0.178963	1.09012	0.983049	0.816982	0.587623	0.651538	0.483192	0.389076	0.414734	0.321992	0.292129	0.272135	0.198062	0.163542	0.156961	0.156795	0.115668	0.122573	0.127363	0.106451	0.101747	0.115517	0.121907	0.219029	0.260883	0.227313	0.310438	0.364588	0.452678	0.491576	0.507936	0.557693	0.587929	0.598799	0.628155	0.629557	0.675709	0.672616	0.698175	0.706611	0.713399	0.732	0.742276	0.766632	0.756675	0.765006	0.787434	0.789568	0.798292	0.813917	0.823119	0.83842	0.833147	0.862767	0.879053	0.901111	0.911276	0.925879	0.916697	0.927302	0.948603	0.970618	0.979013	0.98135	1.01179	1.01682	1.02347	1.02075	1.03573	1.05547	1.05891	1.07346	1.08498
NaN	NaN	0.0185795	0.0639302	0.12921	0.691877	0.770203	1.16726	0.298628	0.924218	0.725331	0.673602	0.598634	0.505164	0.444194	0.394081	0.330466	0.273139	0.272735	0.228702	0.189369	0.212878	0.128526	0.139382	0.118413	0.154718	0.121451	0.12365	0.0878131	0.178849	0.225118	0.248346	0.339001	0.352805	0.384766	0.374597	0.43089	0.513406	0.513014	0.567474	0.598967	0.615765	0.634645	0.649693	0.675833	0.690856	0.690156	0.704581	0.730941	0.735285	0.759242	0.758683	0.775961	0.776211	0.773378	0.796637	0.79805	0.847079	0.824034	0.849311	0.848175	0.86956	0.896409	0.88735	0.921388	0.912911	0.932168	0.95307	0.962054	0.990591	1.00046	1.01227	0.998778	1.00921	1.0498	1.03331	1.08034	1.05573	1.05494	1.09111	1.11716
