NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	0.00488757	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.502597	NaN	0.625066	0.627484	0.532137	0.4945	0.364313	0.316496	0.241325	0.160872	0.176744	0.11753	0.102277	0.0913861	0.0655262	0.0851948	0.0447132	0.0642722	0.0638704	0.0440751	0.0570236	0.0904917	0.0367829	0.0879502	0.111746	0.16999	0.180635	0.29973	0.315442	0.468181	0.557565	0.488292	0.569537	0.614257	0.617516	0.691535	0.746294	0.747185	0.777268	0.797946	0.81106	0.799387	0.793912	0.793155	0.825116	0.816162	0.818999	0.823849	0.825885	0.835675	0.834543	0.842223	0.84504	0.851787	0.839007	0.861935
NaN	NaN	0.00222403	0.00722507	0.00288027	NaN	NaN	NaN	0.00836217	2.04224	NaN	1.37709	0.935235	0.85089	0.716026	0.585646	0.509694	0.370333	0.330781	0.243638	0.224327	0.15859	0.107671	0.0776331	0.0832345	0.0764627	0.0578642	0.0588914	0.0426821	0.0566651	0.035688	0.0697358	0.0632863	0.101982	0.204627	0.293862	0.339112	0.471707	0.551277	0.595328	0.625652	0.650781	0.66438	0.686011	0.685769	0.702212	0.711082	0.711928	0.719778	0.727238	0.735783	0.742599	0.750638	0.75252	0.760624	0.76673	0.769814	0.776223	0.785647	0.80727	0.822974	0.838313	0.880075	0.886051	0.907303	0.948571	0.965902	0.982854	0.996357	1.01421	1.02766	1.03957	1.04164	1.0385	1.06772	1.07324	1.08214	1.08782	1.08181	1.0969	1.11182
NaN	NaN	0.00226767	0.00312007	0.00259153	0.224762	0.0939967	0.547507	0.00493628	0.196441	0.663122	0.463889	0.332036	0.300444	0.188677	0.153998	0.10077	0.083606	0.0758816	0.0600023	0.0467029	0.0576511	0.0430776	0.0411116	0.038211	0.0418087	0.0363744	0.112202	0.210304	0.347281	0.42377	0.499191	0.538742	0.571489	0.591272	0.604448	0.624006	0.639339	0.651213	0.65309	0.671661	0.680432	0.680903	0.698563	0.702936	0.713367	0.711712	0.72903	0.731944	0.749104	0.76247	0.798985	0.810503	0.847148	0.868996	0.893055	0.906947	0.923418	0.942101	0.94505	0.952655	0.976118	0.983289	0.988042	0.999887	1.01258	1.02245	1.02386	1.03158	1.038	1.05744	1.06029	1.06833	1.0774	1.08099	1.10295	1.11694	1.13082	1.13057	1.12973	1.16244
NaN	NaN	0.0021014	0.00244841	0.00241462	0.00748356	0.214336	0.219119	0.00417171	0.115533	0.156902	0.135469	0.0904845	0.0582266	0.0521241	0.0721932	0.0437921	0.0441104	0.0430736	0.0394113	0.044393	0.0474433	0.057215	0.0375694	0.046837	0.242058	0.373301	0.445116	0.50592	0.535123	0.554907	0.570357	0.58486	0.601937	0.615111	0.623377	0.634662	0.65079	0.662026	0.666092	0.681551	0.689122	0.693715	0.707235	0.718069	0.744523	0.764969	0.800572	0.815369	0.845536	0.861642	0.873266	0.887682	0.896395	0.912059	0.923219	0.932847	0.950778	0.960305	0.968767	0.976897	0.991592	0.998674	1.00237	1.00705	1.03034	1.04154	1.04743	1.04649	1.06765	1.08863	1.10132	1.1107	1.11204	1.131	1.14355	1.15839	1.16305	1.16914	1.16561	1.18053
NaN	0.0202283	0.00177174	0.0023955	0.00244376	0.00454467	0.215111	0.00707223	0.00393059	0.104276	0.0269617	0.0713659	0.0499744	0.0456386	0.046252	0.0414726	0.0437772	0.0407654	0.0380654	0.0347279	0.0361275	0.0345423	0.0956891	0.229003	0.372047	0.467209	0.494679	0.514427	0.528341	0.549412	0.568076	0.586602	0.600254	0.613779	0.626198	0.638693	0.644952	0.659697	0.670126	0.671331	0.693575	0.707949	0.733068	0.769077	0.784049	0.80696	0.814274	0.834241	0.845632	0.865588	0.880227	0.890355	0.904614	0.913118	0.930527	0.941555	0.944544	0.956469	0.971717	0.97998	0.985623	1.00035	1.00995	1.01784	1.03082	1.04909	1.05927	1.07057	1.07391	1.09505	1.10858	1.12134	1.12276	1.12628	1.15252	1.161	1.17073	1.17839	1.18633	1.19365	1.21214
NaN	0.00370851	0.00149468	0.00219301	0.00230035	0.0044408	0.216316	0.0135861	0.00382402	0.0819688	0.0468221	0.0401386	0.0348956	0.0390926	0.0376095	0.0366763	0.0358394	0.0352472	0.0343729	0.0334285	0.0475319	0.145431	0.338107	0.440708	0.466765	0.482487	0.501087	0.523907	0.541627	0.563114	0.579234	0.59567	0.609744	0.621577	0.634617	0.644984	0.652559	0.66791	0.679052	0.699105	0.731707	0.756816	0.767328	0.785416	0.796488	0.817626	0.828184	0.850177	0.860658	0.878759	0.89047	0.894043	0.915377	0.923074	0.937002	0.953461	0.957563	0.969953	0.981642	0.986845	0.997447	1.01125	1.02654	1.03255	1.04469	1.06295	1.07623	1.0848	1.08989	1.11258	1.12133	1.13026	1.13966	1.1378	1.15605	1.1737	1.18593	1.19101	1.18232	1.1805	1.19618
