NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.588761	NaN	0.505984	0.742269	0.648849	0.593202	0.620328	0.630258	0.684112	0.755126	0.633371	0.723759	0.805011	0.664461	0.653041	0.651305	0.737743	0.723476	0.673434	0.674439	0.591056	0.578814	0.649353	0.645481	0.565449	0.569904	0.590826	0.642609	0.594553	0.582202	0.546191	0.607963	0.522302	0.565438	0.536425	0.550239	0.541253	0.489835	0.510765	0.524751	0.496933	0.506458	0.521627	0.460506	0.479815	0.488404	0.522503	0.492205	0.512475	0.465473	0.518646
0.501814	0.65267	0.622963	0.656851	0.630789	0.631323	0.59937	0.52635	0.510595	0.472837	0.485382	0.431328	0.456391	0.460513	0.431126	0.370015	0.401469	0.376025	0.327907	0.317141	0.368619	0.280714	0.325799	0.296452	0.256194	0.287133	0.256008	0.259128	0.240763	0.261532	0.258047	0.209349	0.20819	0.199914	0.229133	0.17659	0.199478	0.180001	0.176619	0.205743	0.160888	0.14469	0.171662	0.179531	0.15725	0.161332	0.160996	0.129889	0.168115	0.159913	0.148414	0.153897	0.143169	0.162079	0.157577	0.138715	0.12451	0.123536	0.146191	0.153074	0.161371	0.167999	0.153257	0.132192	0.143565	0.159726	0.144318	0.174002	0.136191	0.133215	0.162058	0.125441	0.143498	0.174679	0.154117	0.164437	0.1535	0.155556	0.137201	0.135533	0.155591
0.610018	0.392965	0.29656	0.227669	0.205883	0.227222	0.214552	0.201707	0.150641	0.128751	0.128285	0.129118	0.102452	0.0640791	0.0989258	0.108429	0.0941209	0.0772794	0.0683898	0.0932315	0.0551808	0.0776122	0.0784974	0.086887	0.0756334	0.0659488	0.0697561	0.0860129	0.0637727	0.0634567	0.0745036	0.0590876	0.0756474	0.0723721	0.0734988	0.0839826	0.066501	0.0757091	0.0665085	0.0731506	0.0710583	0.0722963	0.0718427	0.0780289	0.0839169	0.0752756	0.081539	0.0820915	0.0843015	0.0781521	0.0827254	0.0873978	0.0848858	0.0849358	0.0857154	0.0798077	0.0903018	0.0870417	0.082023	0.0847338	0.0840478	0.0885263	0.0913153	0.0907817	0.0887063	0.0950323	0.105167	0.101593	0.0970243	0.096375	0.0976485	0.101042	0.0972695	0.101201	0.105282	0.0974504	0.104236	0.100322	0.111312	0.110127	0.10631
0.0518205	0.1095	0.062203	0.0650076	0.0530915	0.0547283	0.069767	0.0475812	0.0574191	0.0499944	0.0457587	0.0475144	0.0459535	0.0495	0.0458435	0.0475697	0.0483011	0.0489748	0.0519986	0.0538106	0.0493501	0.0495218	0.0512275	0.0514891	0.0543852	0.0526519	0.0624037	0.0553335	0.0497406	0.0517824	0.0585992	0.0563287	0.0612614	0.0599241	0.0615414	0.0598382	0.0589258	0.0643091	0.0637534	0.0624371	0.0640573	0.0669276	0.0665426	0.0686146	0.0671197	0.0646886	0.0690411	0.0726529	0.0751216	0.0727279	0.077728	0.0764058	0.074999	0.0727235	0.078395	0.0791004	0.0819952	0.0843474	0.0839217	0.0782073	0.0822021	0.0861287	0.0831575	0.0893461	0.0838439	0.0886614	0.0825542	0.095935	0.0866654	0.0951916	0.0938027	0.0939368	0.092173	0.0970115	0.0957489	0.102104	0.0989822	0.100722	0.106975	0.116277	0.116317
0.0438626	0.0394084	0.0417615	0.0400674	0.0405618	0.0395352	0.0421258	0.0410022	0.0379224	0.0387717	0.037537	0.0422823	0.0417028	0.041262	0.0413313	0.0436323	0.0415699	0.0440359	0.0444275	0.0456342	0.0451856	0.0451738	0.0474648	0.0444478	0.0490909	0.0527356	0.0490916	0.0589836	0.0504278	0.0507739	0.0535412	0.0521859	0.0553968	0.054487	0.0649021	0.0564447	0.0577748	0.058154	0.0657429	0.0610739	0.0615447	0.0616124	0.061796	0.0789487	0.0645709	0.0666214	0.069964	0.0693258	0.0674427	0.0685391	0.0669792	0.0745476	0.0715081	0.074467	0.0760602	0.0768116	0.074966	0.0810261	0.0799503	0.0851998	0.0880104	0.0905026	0.0868894	0.0916392	0.0946962	0.0850501	0.102316	0.0811811	0.0905621	0.102771	0.105546	0.103745	0.0981712	0.116182	0.119545	0.105735	0.122345	0.122884	0.12812	0.118895	0.118929
0.0471295	0.0308178	0.0354955	0.0400351	0.035338	0.0363633	0.0364983	0.0368785	0.0352878	0.0350032	0.038601	0.036472	0.0363415	0.0397465	0.0369495	0.0388818	0.0396869	0.0400809	0.0405108	0.041631	0.0421147	0.0462847	0.0439087	0.045038	0.0454618	0.0448529	0.0470257	0.047849	0.0485877	0.0514105	0.0602348	0.0553001	0.0534264	0.0529839	0.0522027	0.0516613	0.0640171	0.0554916	0.056486	0.0632745	0.0606708	0.0601022	0.0623456	0.0688132	0.0620813	0.0657108	0.0668729	0.0752261	0.0675485	0.0686012	0.0736169	0.0852291	0.071703	0.0774235	0.0755151	0.0986157	0.0912913	0.0820358	0.118659	0.0939384	0.121759	0.0949922	0.0987651	0.115407	0.106414	0.106377	0.125904	0.135887	0.1266	0.122271	0.126589	0.125093	0.147854	0.136023	0.141806	0.158363	0.166441	0.160152	0.144885	0.160328	0.149283
